 7. John Mayock ( Britain ) 3:54.67,{'LOC': 0.9958949953999999, 'MISC': 0.002789841109, 'ORG': 0.00102111223, 'PER': 0.000171347515, 'Catering': 4.11215511e-05, 'VehiclesGas': 2.49671824e-05, 'VehicleRepairs': 9.9645724e-06, 'SmallEquipment': 5.26999689e-06, 'Insurance': 4.47539976e-06, 'SoftwareSubscription': 3.880632942e-06, 'FreightCharge': 2.6909195800000002e-06, 'BankCharges': 1.79582373e-06, 'Travel&Transportation': 1.5353880999999998e-06, 'Postage': 1.4439272e-06, 'OfficeExpense': 1.32633587e-06, 'Telephone': 1.14337756e-06, 'Meals&Entertainment': 1.02405818e-06, 'Advertising': 7.545964840000001e-07, 'Clothing&Hair&Makeup': 5.00395521e-07, 'Unknown': 1.40090585e-07}
 8. Marcus O'Sullivan ( Ireland ) 3:54.87,{'MISC': 0.000590094285, 'Catering': 2.010097667e-05, 'Meals&Entertainment': 1.6641461366e-05, 'ORG': 1.391070904e-05, 'Insurance': 1.17626143e-05, 'SmallEquipment': 1.164885113e-05, 'Unknown': 5.535184e-06, 'BankCharges': 4.93659011e-06, 'LOC': 4.6402699721e-06, 'PER': 3.4203296830000003e-06, 'VehiclesGas': 2.3628026160000002e-06, 'FreightCharge': 1.579461046e-06, 'SoftwareSubscription': 1.52809025e-06, 'Travel&Transportation': 1.435435e-06, 'OfficeExpense': 1.28074945e-06, 'VehicleRepairs': 1.125249292e-06, 'Postage': 7.219924090000001e-07, 'Clothing&Hair&Makeup': 6.05290378e-07, 'Advertising': 3.47419525e-07, 'Telephone': 2.60948493e-07}
 Men 's discus,{'MISC': 0.000149404919134, 'LOC': 8.84024872e-05, 'Catering': 4.7642751499999995e-05, 'ORG': 4.0904980224e-05, 'Insurance': 3.3028272200000004e-05, 'BankCharges': 9.162318600000001e-06, 'VehiclesGas': 8.4616252e-06, 'Meals&Entertainment': 4.7111137600000005e-06, 'PER': 3.1673398833e-06, 'VehicleRepairs': 2.92732143e-06, 'OfficeExpense': 2.7322959419999995e-06, 'SmallEquipment': 2.60998551e-06, 'FreightCharge': 2.08313326e-06, 'SoftwareSubscription': 1.553573136e-06, 'Unknown': 1.311113025e-06, 'Postage': 8.55873402e-07, 'Advertising': 3.80027804e-07, 'Clothing&Hair&Makeup': 3.50523952e-07, 'Travel&Transportation': 3.49133519e-07, 'Telephone': 2.630112666e-07}
 1. Lars Riedel ( Germany ) 70.60 metres,{'MISC': 0.0008948620477999999, 'ORG': 2.4162522683999997e-05, 'BankCharges': 8.10557717e-06, 'SmallEquipment': 5.7140464900000006e-06, 'Catering': 5.16890797e-06, 'Insurance': 5.1007406200000005e-06, 'Unknown': 4.36793302e-06, 'SoftwareSubscription': 4.31427892e-06, 'Meals&Entertainment': 3.041048907e-06, 'FreightCharge': 2.78877883e-06, 'VehiclesGas': 2.30386155e-06, 'OfficeExpense': 1.776374744e-06, 'PER': 1.3826299955e-06, 'LOC': 1.1939660809999998e-06, 'Advertising': 6.50593176e-07, 'Travel&Transportation': 3.3786715699999995e-07, 'VehicleRepairs': 3.2030394200000004e-07, 'Postage': 2.5478962400000003e-07, 'Clothing&Hair&Makeup': 2.1926052820000002e-07, 'Telephone': 1.65215216e-07}
 2. Anthony Washington ( U.S. ) 68.44,{'MISC': 0.0026942214719500005, 'PER': 2.9804413611999998e-05, 'ORG': 2.0440218569999997e-05, 'Insurance': 2.036265643e-05, 'BankCharges': 1.13067221e-05, 'LOC': 9.749740849200002e-06, 'Catering': 7.8336332e-06, 'SmallEquipment': 5.24008031e-06, 'Unknown': 5.15133559e-06, 'SoftwareSubscription': 5.0521527450000005e-06, 'Meals&Entertainment': 3.87505014e-06, 'VehiclesGas': 3.49339551e-06, 'FreightCharge': 1.5435714500000001e-06, 'OfficeExpense': 1.3104375e-06, 'Postage': 1.040781739e-06, 'Advertising': 9.6640662e-07, 'Clothing&Hair&Makeup': 8.48947336e-07, 'VehicleRepairs': 8.379595979999999e-07, 'Travel&Transportation': 3.78007755e-07, 'Telephone': 2.56185597e-07}
 3. Vasily Kaptyukh ( Belarus ) 66.24,{'MISC': 0.00033768417430499995, 'ORG': 6.547049385e-05, 'Insurance': 5.971709865e-05, 'LOC': 3.630844405e-05, 'Meals&Entertainment': 2.728559098e-05, 'SoftwareSubscription': 2.4665774800000002e-05, 'Catering': 2.17025351e-05, 'SmallEquipment': 1.429202606e-05, 'Unknown': 8.62176925e-06, 'FreightCharge': 8.595668859999999e-06, 'BankCharges': 8.52088783e-06, 'OfficeExpense': 4.8146431e-06, 'VehiclesGas': 4.693952524e-06, 'Advertising': 3.1086087199999996e-06, 'Clothing&Hair&Makeup': 1.87638638e-06, 'Postage': 1.370922985e-06, 'VehicleRepairs': 1.061714363e-06, 'Travel&Transportation': 1.017884023e-06, 'PER': 7.048991360000001e-07, 'Telephone': 5.41416903e-07}
 4. Vladimir Dubrovshchik ( Belarus ) 65.30,{'MISC': 0.0014693247316399998, 'PER': 1.8006957448e-05, 'ORG': 9.7147401e-06, 'BankCharges': 3.6438043499999996e-06, 'Insurance': 3.34985341e-06, 'VehiclesGas': 2.8339443799999997e-06, 'SoftwareSubscription': 2.75264886e-06, 'Catering': 2.58991339e-06, 'Unknown': 2.0512149e-06, 'FreightCharge': 1.55561106e-06, 'SmallEquipment': 1.5373193400000002e-06, 'Meals&Entertainment': 1.499786912e-06, 'LOC': 1.4637945924e-06, 'OfficeExpense': 7.92728095e-07, 'VehicleRepairs': 5.58853282e-07, 'Travel&Transportation': 5.00497071e-07, 'Advertising': 4.12538739e-07, 'Postage': 2.0330378240000002e-07, 'Telephone': 1.68392556e-07, 'Clothing&Hair&Makeup': 1.398526924e-07}
 5. Virgilijus Alekna ( Lithuania ) 65.00,{'MISC': 0.00289960589511, 'PER': 4.882473367e-05, 'ORG': 4.705111470000001e-05, 'BankCharges': 1.3401823499999999e-05, 'LOC': 9.376908569600001e-06, 'Insurance': 6.26071847e-06, 'Catering': 5.990501569999999e-06, 'VehiclesGas': 3.49943393e-06, 'Unknown': 2.9198493699999997e-06, 'Meals&Entertainment': 2.4748269240000003e-06, 'SmallEquipment': 1.8075909200000002e-06, 'SoftwareSubscription': 1.760738868e-06, 'VehicleRepairs': 1.0976428950000002e-06, 'FreightCharge': 1.07050126e-06, 'OfficeExpense': 1.00607211e-06, 'Advertising': 7.4277173e-07, 'Postage': 3.58148848e-07, 'Travel&Transportation': 2.9562128999999996e-07, 'Telephone': 2.68209157e-07, 'Clothing&Hair&Makeup': 1.4916356979999998e-07}
 6. Juergen Schult ( Germany ) 64.46,{'MISC': 0.011543247315756, 'ORG': 0.00056545738057, 'LOC': 0.00021893274743, 'PER': 0.00010406823011800001, 'SmallEquipment': 3.27234499e-05, 'Catering': 2.19683435e-05, 'Insurance': 2.18466071e-05, 'BankCharges': 1.7260179860000002e-05, 'Unknown': 1.19862463e-05, 'VehicleRepairs': 8.06202884e-06, 'Postage': 6.7923882e-06, 'SoftwareSubscription': 6.26538489e-06, 'Meals&Entertainment': 5.2281542e-06, 'OfficeExpense': 4.15659074e-06, 'VehiclesGas': 3.42734936e-06, 'Travel&Transportation': 2.9902053599999997e-06, 'FreightCharge': 2.06877549e-06, 'Telephone': 1.045480336e-06, 'Advertising': 7.887636819999999e-07, 'Clothing&Hair&Makeup': 4.66541334e-07}
 7. Andreas Seelig ( Germany ) 62.00,{'ORG': 0.00207574059, 'MISC': 0.0012416712044, 'PER': 0.0009056310854000001, 'Meals&Entertainment': 0.00050500124967, 'Catering': 0.0004948084700000001, 'BankCharges': 0.00034422348, 'FreightCharge': 0.000167091777, 'VehiclesGas': 0.0001575052633, 'OfficeExpense': 0.0001470902238, 'Insurance': 0.00012351768296, 'SoftwareSubscription': 0.0001154353413, 'LOC': 8.560109280000001e-05, 'VehicleRepairs': 7.281870040000001e-05, 'Clothing&Hair&Makeup': 3.58724632e-05, 'Advertising': 3.3446590460000004e-05, 'Unknown': 2.8966287899999996e-05, 'SmallEquipment': 2.35455026e-05, 'Travel&Transportation': 1.441310141e-05, 'Postage': 1.08803022e-05, 'Telephone': 1.08513301e-05}
 8. Michael Moellenbeck ( Germany ) 58.56,{'MISC': 0.0025051590299, 'PER': 1.17613507706e-05, 'ORG': 9.61630798e-06, 'SoftwareSubscription': 8.66498919e-06, 'BankCharges': 6.218235870000001e-06, 'Catering': 5.0283395240000004e-06, 'Meals&Entertainment': 3.724090714e-06, 'FreightCharge': 3.6409125e-06, 'SmallEquipment': 3.51482349e-06, 'OfficeExpense': 3.48686869e-06, 'Unknown': 3.39654477e-06, 'Insurance': 1.7544041800000002e-06, 'LOC': 1.54170036253e-06, 'Travel&Transportation': 9.63003112e-07, 'VehiclesGas': 8.8479147e-07, 'VehicleRepairs': 6.10354918e-07, 'Advertising': 5.3750694e-07, 'Postage': 4.0571713000000003e-07, 'Clothing&Hair&Makeup': 2.727015543e-07, 'Telephone': 1.9115924399999998e-07}
 Women 's 100 metres,{'LOC': 0.99878977378, 'ORG': 0.0010097917749999998, 'MISC': 0.00018114758350000002, 'PER': 7.6370914e-06, 'Catering': 2.351350484e-06, 'SoftwareSubscription': 1.6030937600000002e-06, 'OfficeExpense': 1.5570513e-06, 'SmallEquipment': 1.0027190699999999e-06, 'VehicleRepairs': 5.95708802e-07, 'Postage': 5.9365629e-07, 'VehiclesGas': 5.28707063e-07, 'FreightCharge': 5.19095541e-07, 'Advertising': 4.233995895e-07, 'Travel&Transportation': 4.0147882000000003e-07, 'Meals&Entertainment': 3.62025712e-07, 'Telephone': 3.10024462e-07, 'Insurance': 2.52739845e-07, 'Clothing&Hair&Makeup': 1.2744363e-07, 'BankCharges': 8.8826755e-08, 'Unknown': 4.0984730999999996e-08}
 1. Gail Devers ( U.S. ) 10.89 seconds,{'MISC': 0.00149255730637, 'LOC': 0.00021001632575, 'ORG': 0.000203043051829, 'Insurance': 4.785021800000001e-05, 'PER': 3.1284035215e-05, 'Catering': 2.10984659e-05, 'BankCharges': 1.3259359900000001e-05, 'Unknown': 1.072286425e-05, 'VehiclesGas': 1.026781565e-05, 'SmallEquipment': 1.01369912e-05, 'Meals&Entertainment': 9.26250766e-06, 'SoftwareSubscription': 4.5479351749999995e-06, 'VehicleRepairs': 2.3899187000000003e-06, 'FreightCharge': 2.3007452e-06, 'Travel&Transportation': 1.66906838e-06, 'OfficeExpense': 1.62709526e-06, 'Postage': 1.369857865e-06, 'Advertising': 1.36714502e-06, 'Telephone': 7.9185832e-07, 'Clothing&Hair&Makeup': 6.98432032e-07}
 2. Merlene Ottey ( Jamaica ) 10.94,{'MISC': 0.0339113052833, 'ORG': 0.00123558437488, 'LOC': 0.0009357596511799999, 'SmallEquipment': 8.13885697e-05, 'Unknown': 4.36113449e-05, 'BankCharges': 4.02381483e-05, 'Insurance': 3.32943886e-05, 'Catering': 3.11872768e-05, 'SoftwareSubscription': 1.91678388e-05, 'Meals&Entertainment': 1.473575081e-05, 'FreightCharge': 1.352153686e-05, 'OfficeExpense': 1.1694769320000002e-05, 'Travel&Transportation': 9.07484157e-06, 'PER': 8.621469835000001e-06, 'VehiclesGas': 7.75598176e-06, 'Postage': 3.92800824e-06, 'VehicleRepairs': 3.90016855e-06, 'Advertising': 2.67784537e-06, 'Telephone': 2.12015711e-06, 'Clothing&Hair&Makeup': 5.629197959e-07}
 3. Gwen Torrence ( U.S. ) 11.07,{'MISC': 0.003015000329953, 'Insurance': 0.0008552384178, 'LOC': 0.0006092242995943, 'ORG': 0.000283033969723, 'PER': 0.000271297508722, 'Catering': 0.000245217025, 'BankCharges': 0.00017360533900000002, 'VehiclesGas': 7.83991942e-05, 'VehicleRepairs': 3.181177475e-05, 'Meals&Entertainment': 2.902589937e-05, 'SmallEquipment': 2.641856112e-05, 'FreightCharge': 1.91259423e-05, 'Postage': 1.566139849e-05, 'Unknown': 1.40539432e-05, 'SoftwareSubscription': 1.33264289e-05, 'Clothing&Hair&Makeup': 1.260344083e-05, 'OfficeExpense': 8.7139562e-06, 'Advertising': 6.051527239999999e-06, 'Travel&Transportation': 4.6602759900000004e-06, 'Telephone': 2.455683996e-06}
 4. Mary Onyali ( Nigeria ) 11.14,{'MISC': 0.001824240883, 'LOC': 3.227555726800001e-05, 'ORG': 3.1451474463799996e-05, 'VehiclesGas': 1.7170161739999998e-05, 'Catering': 1.3549853500000002e-05, 'Insurance': 1.0436048e-05, 'BankCharges': 8.4505724e-06, 'SmallEquipment': 7.5384817e-06, 'PER': 6.940721817699999e-06, 'FreightCharge': 5.95667037e-06, 'Unknown': 2.794091864e-06, 'SoftwareSubscription': 1.73776611e-06, 'Meals&Entertainment': 1.6657381399999999e-06, 'OfficeExpense': 1.6066036699999998e-06, 'VehicleRepairs': 7.828287000000001e-07, 'Advertising': 6.835650899999999e-07, 'Travel&Transportation': 6.27647634e-07, 'Postage': 3.9869168760000003e-07, 'Telephone': 3.9624574900000006e-07, 'Clothing&Hair&Makeup': 2.629178743e-07}
 5. Chryste Gaines ( U.S. ) 11.20,{'ORG': 0.000402203794, 'MISC': 0.0001724086388, 'LOC': 0.00016321426700999998, 'Insurance': 0.00010725352109999998, 'Catering': 0.00010490880200000001, 'BankCharges': 8.2331417e-05, 'Meals&Entertainment': 3.6327861339999996e-05, 'VehiclesGas': 3.29946851e-05, 'VehicleRepairs': 2.484452477e-05, 'PER': 1.723353985e-05, 'FreightCharge': 1.530139356e-05, 'OfficeExpense': 1.140842595e-05, 'SoftwareSubscription': 6.36167183e-06, 'Clothing&Hair&Makeup': 4.60150517e-06, 'SmallEquipment': 4.44081739e-06, 'Unknown': 4.24570823e-06, 'Advertising': 4.01341803e-06, 'Postage': 1.88173447e-06, 'Travel&Transportation': 1.382244222e-06, 'Telephone': 1.2628835599999999e-06}
 6. Chandra Sturrup ( Bahamas ) 11.26,{'MISC': 0.0015386147997643001, 'ORG': 0.000244931017685, 'PER': 0.000101853281916, 'LOC': 6.22870508894e-05, 'BankCharges': 2.09754512e-05, 'Insurance': 1.8723170185e-05, 'VehiclesGas': 5.42720285e-06, 'Catering': 4.8656560400000005e-06, 'Unknown': 2.13572369e-06, 'SoftwareSubscription': 1.89861392e-06, 'Meals&Entertainment': 1.47859463e-06, 'VehicleRepairs': 1.318609444e-06, 'SmallEquipment': 9.314202200000001e-07, 'Advertising': 7.529114999999999e-07, 'FreightCharge': 6.262664e-07, 'OfficeExpense': 4.2963956e-07, 'Postage': 3.63468134e-07, 'Clothing&Hair&Makeup': 2.85092772e-07, 'Telephone': 1.8677958600000002e-07, 'Travel&Transportation': 1.643507255e-07}
 7. Irina Privalova ( Russia ) 11.27,{'MISC': 0.0078218012539894, 'LOC': 0.00027263819203300003, 'ORG': 0.000270678557288, 'PER': 0.000234418289889, 'BankCharges': 1.23811077e-05, 'Insurance': 1.024666363e-05, 'VehiclesGas': 4.68133586e-06, 'Catering': 2.44583174e-06, 'SoftwareSubscription': 1.9998205860000002e-06, 'Unknown': 1.50532041e-06, 'SmallEquipment': 1.1859490329999998e-06, 'FreightCharge': 7.10441454e-07, 'Meals&Entertainment': 7.00897335e-07, 'VehicleRepairs': 6.10825734e-07, 'Advertising': 5.7755246e-07, 'OfficeExpense': 4.46389224e-07, 'Postage': 3.679057946e-07, 'Clothing&Hair&Makeup': 2.64717585e-07, 'Telephone': 1.553970967e-07, 'Travel&Transportation': 1.129239289e-07}
 8. Inger Miller ( U.S. ) 11.37,{'MISC': 0.017342366795499997, 'ORG': 0.000278674717763, 'LOC': 0.00016968432076800002, 'PER': 0.00012068636447, 'VehiclesGas': 7.679213899999999e-05, 'Insurance': 6.96643136e-05, 'BankCharges': 4.16875164e-05, 'Catering': 1.8762896400000002e-05, 'SmallEquipment': 1.341536707e-05, 'VehicleRepairs': 1.137257277e-05, 'Unknown': 1.05121351e-05, 'FreightCharge': 9.45530397e-06, 'SoftwareSubscription': 3.466998226e-06, 'Telephone': 3.1204471e-06, 'Travel&Transportation': 2.88190249e-06, 'OfficeExpense': 2.7313847700000002e-06, 'Advertising': 2.72157134e-06, 'Meals&Entertainment': 1.81196645e-06, 'Postage': 1.6430684769999999e-06, 'Clothing&Hair&Makeup': 1.239000982e-06}
 Women 's 5,000 metres,{'MISC': 0.0035748471523900003, 'LOC': 0.002933389557805, 'Insurance': 0.0003988040496, 'Catering': 0.000319969778, 'ORG': 0.0003197552443484, 'BankCharges': 0.00011777201409999999, 'SmallEquipment': 7.31659583e-05, 'PER': 6.416256518200001e-05, 'VehiclesGas': 5.425134130000001e-05, 'VehicleRepairs': 3.52539517e-05, 'OfficeExpense': 1.99108104e-05, 'Postage': 1.68307818e-05, 'Meals&Entertainment': 1.241592287e-05, 'FreightCharge': 1.0503246e-05, 'Unknown': 6.68141122e-06, 'Clothing&Hair&Makeup': 4.53103666e-06, 'SoftwareSubscription': 4.29619411e-06, 'Advertising': 3.70461796e-06, 'Travel&Transportation': 3.5191847639999995e-06, 'Telephone': 3.281434122e-06}
 1. Gabriela Szabo ( Romania ) 15 minutes 04.95 seconds,{'LOC': 0.012504664704, 'MISC': 0.0030714127374000004, 'Catering': 0.001619150767, 'SmallEquipment': 0.0005214941857, 'Insurance': 0.00022845359459999998, 'BankCharges': 0.00020684380629999998, 'VehiclesGas': 0.000191883936, 'ORG': 0.00014990086073399998, 'OfficeExpense': 9.10187048e-05, 'FreightCharge': 7.209552040000001e-05, 'PER': 5.691011613e-05, 'Meals&Entertainment': 5.67487602e-05, 'VehicleRepairs': 3.22717591e-05, 'SoftwareSubscription': 2.9331367599999998e-05, 'Postage': 1.9307315140000003e-05, 'Travel&Transportation': 1.430706453e-05, 'Unknown': 1.174328164e-05, 'Clothing&Hair&Makeup': 9.861213739999999e-06, 'Advertising': 7.32502611e-06, 'Telephone': 5.30289311e-06}
 2. Gete Wami ( Ethiopia ) 15:05.21,{'MISC': 0.00643113964728, 'ORG': 0.0004475127538542, 'PER': 0.000309725647986, 'BankCharges': 0.000292299113, 'LOC': 0.0002587511185746, 'Insurance': 0.0001633940339, 'VehiclesGas': 5.0490653199999995e-05, 'Catering': 3.10282462e-05, 'Unknown': 2.1019948460000002e-05, 'SoftwareSubscription': 1.091002873e-05, 'VehicleRepairs': 6.840413660000001e-06, 'Meals&Entertainment': 6.7178498500000005e-06, 'Advertising': 5.64892806e-06, 'FreightCharge': 5.59733938e-06, 'SmallEquipment': 5.513110499999999e-06, 'OfficeExpense': 3.0884872300000006e-06, 'Clothing&Hair&Makeup': 2.61699365e-06, 'Postage': 2.502804215e-06, 'Telephone': 1.72493053e-06, 'Travel&Transportation': 1.3349858530000002e-06}
 3. Rose Cheruiyot ( Kenya ) 15:05.41,{'ORG': 0.001611361637, 'MISC': 0.0008287638848070001, 'Insurance': 0.0005787842936, 'LOC': 0.00043360314960000005, 'BankCharges': 0.000145771513, 'Catering': 5.3990412600000007e-05, 'Meals&Entertainment': 3.81316792e-05, 'Advertising': 3.7937869799999996e-05, 'SmallEquipment': 3.6967054699999996e-05, 'Unknown': 3.42284246e-05, 'SoftwareSubscription': 2.9421284e-05, 'VehiclesGas': 2.5312489360000002e-05, 'OfficeExpense': 2.18171964e-05, 'FreightCharge': 1.71102644e-05, 'Postage': 1.673834356e-05, 'Clothing&Hair&Makeup': 1.40113331e-05, 'VehicleRepairs': 1.3039751880000001e-05, 'PER': 9.76742784e-06, 'Telephone': 6.54984032e-06, 'Travel&Transportation': 3.08791779e-06}
 4. Annemari Sandell ( Finland ) 15:06.33,{'MISC': 0.005063866540000001, 'PER': 6.67279121497e-05, 'LOC': 5.9994933068499996e-05, 'BankCharges': 7.79025019e-06, 'FreightCharge': 7.54640757e-06, 'VehiclesGas': 6.09968838e-06, 'ORG': 5.855971984e-06, 'Unknown': 5.05459027e-06, 'Catering': 4.8641559e-06, 'SoftwareSubscription': 4.373453755000001e-06, 'SmallEquipment': 3.5873702199999997e-06, 'Meals&Entertainment': 3.0939134100000003e-06, 'OfficeExpense': 2.3244688500000002e-06, 'Insurance': 1.33938523e-06, 'Travel&Transportation': 1.2802485799999999e-06, 'Advertising': 5.198461649999999e-07, 'VehicleRepairs': 5.07714481e-07, 'Clothing&Hair&Makeup': 5.02413893e-07, 'Postage': 2.72991544e-07, 'Telephone': 2.0806929e-07}
 5. Tegla Loroupe ( Kenya ) 15:08.79,{'MISC': 0.000488259973287, 'LOC': 0.000273104316264, 'ORG': 0.000144285215817, 'VehiclesGas': 1.1830977876e-05, 'PER': 1.0012650883e-05, 'Catering': 9.4922069e-06, 'Insurance': 5.954617549999999e-06, 'BankCharges': 3.1701955599999997e-06, 'OfficeExpense': 1.251902753e-06, 'VehicleRepairs': 1.10483615e-06, 'Meals&Entertainment': 9.6924367e-07, 'SmallEquipment': 6.36813691e-07, 'SoftwareSubscription': 5.818675845000001e-07, 'FreightCharge': 5.74089916e-07, 'Advertising': 2.48481118e-07, 'Unknown': 2.39354271e-07, 'Postage': 2.187168107e-07, 'Telephone': 1.0148525829999999e-07, 'Clothing&Hair&Makeup': 8.5331981e-08, 'Travel&Transportation': 7.00060187e-08}
 6. Gunhild Halle ( Norway ) 15:09.00,{'MISC': 0.000568155396, 'PER': 7.12192883e-05, 'VehiclesGas': 2.250633792e-05, 'SoftwareSubscription': 1.220237418e-05, 'BankCharges': 8.1651234e-06, 'Advertising': 6.04629176e-06, 'OfficeExpense': 5.1762116800000005e-06, 'Unknown': 3.89525836e-06, 'Catering': 3.85168554e-06, 'ORG': 3.5873389115000003e-06, 'Insurance': 3.406868264e-06, 'SmallEquipment': 3.2011622e-06, 'Meals&Entertainment': 2.95945336e-06, 'FreightCharge': 2.49403984e-06, 'LOC': 2.32198617e-06, 'Clothing&Hair&Makeup': 8.50367318e-07, 'Telephone': 5.944380280000001e-07, 'VehicleRepairs': 4.94644331e-07, 'Travel&Transportation': 3.73653058e-07, 'Postage': 2.782128095e-07}
 7. Pauline Konga ( Kenya ) 15:09.74,{'MISC': 0.001018508429356, 'PER': 0.0001436052662, 'LOC': 0.00010494849807300001, 'ORG': 6.01925538617e-05, 'Insurance': 2.4468367490000002e-05, 'BankCharges': 2.3700830359999998e-05, 'SoftwareSubscription': 2.3069281720000002e-05, 'Unknown': 7.4191222e-06, 'Catering': 7.302880900000001e-06, 'Meals&Entertainment': 4.7294507e-06, 'VehiclesGas': 4.68905353e-06, 'SmallEquipment': 4.05566715e-06, 'OfficeExpense': 2.02394862e-06, 'Advertising': 1.42046421e-06, 'FreightCharge': 1.3954959400000001e-06, 'Travel&Transportation': 1.2071687469999999e-06, 'Clothing&Hair&Makeup': 1.1688912739999998e-06, 'Postage': 1.07417477e-06, 'VehicleRepairs': 7.65129159e-07, 'Telephone': 4.52068901e-07}
 8. Sally Barsosio ( Kenya ) 15:14.34,{'MISC': 0.028901590999, 'ORG': 0.0009350154264, 'VehiclesGas': 0.000782066869, 'FreightCharge': 0.000744730515, 'Catering': 0.0005894334, 'VehicleRepairs': 0.00030498009299999995, 'Insurance': 0.000273885376, 'OfficeExpense': 0.00022434875900000003, 'SmallEquipment': 0.0001950939255, 'BankCharges': 0.00017532182629999998, 'Travel&Transportation': 0.0001744647499, 'Meals&Entertainment': 6.118985220000001e-05, 'PER': 5.76073194e-05, 'LOC': 5.61087652e-05, 'SoftwareSubscription': 5.09515464e-05, 'Clothing&Hair&Makeup': 3.076506025e-05, 'Telephone': 3.0225152999999998e-05, 'Advertising': 2.48770466e-05, 'Unknown': 1.7947559180000002e-05, 'Postage': 1.383318434e-05}
 Men 's 400 metres hurdles,{'LOC': 0.99985444399986, 'MISC': 0.000118270709906, 'ORG': 7.1237405879999995e-06, 'VehiclesGas': 4.010429686e-06, 'SoftwareSubscription': 3.57258816e-06, 'FreightCharge': 1.9736619860000002e-06, 'PER': 1.8231060716e-06, 'Advertising': 1.6701460439999998e-06, 'Travel&Transportation': 1.185990831e-06, 'OfficeExpense': 1.040499144e-06, 'SmallEquipment': 9.80389736e-07, 'Catering': 6.909803930000001e-07, 'Insurance': 5.566786305e-07, 'Telephone': 4.26823143e-07, 'Meals&Entertainment': 3.745830423e-07, 'VehicleRepairs': 2.99327654e-07, 'Postage': 1.9572825300000004e-07, 'BankCharges': 1.435140446e-07, 'Clothing&Hair&Makeup': 1.38881303e-07, 'Unknown': 4.37180787e-08}
